epoch,train_loss,val_loss
1,0.00886265052862866,0.0035962847378935583
2,0.005122356568146991,0.0022630474499978678
3,0.004643211359431704,0.0034378084740019845
4,0.003968417981510434,0.001978832950565393
5,0.0036854591870459203,0.0019673091070136076
6,0.0034889298631182683,0.0014852211505179212
7,0.0033878729129549253,0.0012243312697371718
8,0.003232204487607963,0.0012043720571269585
9,0.003173167010446509,0.0011978395528745897
10,0.0031530939517841485,0.0012098717590275157
11,0.0031892450376695383,0.001183746226603737
12,0.0032250032886734863,0.0012494154520658301
13,0.003451430337453769,0.0014599931742253754
14,0.0032872660042623267,0.0013791134140001683
15,0.003367213179029766,0.0011677684796009126
16,0.003578998492423202,0.0012243790990227406
17,0.003700982901836725,0.001291899713887124
18,0.003944085182299584,0.001324460295452057
19,0.0036715879676626527,0.0013633712876930137
20,0.0035560457288388576,0.0011815664370360172
21,0.003479035516185404,0.0012594856035305034
22,0.0033127245518947994,0.0011484552338826368
23,0.003314619825112714,0.0012546531667347095
24,0.003308734738220628,0.0012106240816166743
25,0.0036081121206027415,0.001200995651179434
26,0.004140393215801671,0.0014124753404658947
27,0.003819243259283474,0.0013488089287981694
28,0.003712565638932412,0.00129586566339116
29,0.0036577384343016253,0.0012612942642035037
30,0.0036197293135047464,0.0012270014311301536
31,0.0035708524123141292,0.0012895039410373648
32,0.003335003549070902,0.0012607453269524978
33,0.003295433294142083,0.0012244608684782417
34,0.003327979613120367,0.0011791019721564015
35,0.0033619713818935667,0.0014435722921350292
36,0.0036001606517402675,0.0012782060728682583
37,0.003481187526407698,0.0012403655007853962
38,0.003399305982641678,0.0012087025161256566
39,0.003340301980801514,0.0012449675076983218
40,0.003985761692991578,0.0012307594863911534
41,0.0041086729130202955,0.0013752165198069083
42,0.004425604167720185,0.001495356198588631
43,0.0038735516351889048,0.0013313429773774527
44,0.00355302459298901,0.001332671331332888
45,0.0032978248492543413,0.0011969376519077421
46,0.003283858443458504,0.001441399224974688
47,0.0033398004139900757,0.0012224387449248186
48,0.0034630741056274274,0.0014161460353386693
49,0.003371510908947516,0.0011779505452864472
50,0.003639377877764663,0.00125288898123531
51,0.003385067907615995,0.0013977313286328574
52,0.003425614807171017,0.0012372450621523038
53,0.0033632704098166682,0.0012388190114923463
54,0.003786419492297653,0.0011641720836230315
55,0.005482697599090818,0.0016508371289419108
56,0.004519483149671554,0.0013486329143256575
57,0.003846774268058104,0.0012661466198214501
58,0.0034121403769740645,0.001326071865436171
59,0.003267257798530685,0.0012230502572261714
60,0.0032453797795902726,0.0015021889564428635
61,0.0036097863272504032,0.0012852002365707517
62,0.0034660308142187074,0.0012358076531688688
63,0.0033322500377444123,0.0013154298230540712
64,0.003367896368176767,0.0012576717631236258
65,0.0033779067927850984,0.0012265835665708417
66,0.0035165588921730415,0.0012803129510271546
67,0.0035408526397888718,0.0012494949206853466
68,0.0034428972095019773,0.0012597929953719973
69,0.003328703821020451,0.0012014183084334748
70,0.0035679702731441945,0.0012817415318156868
71,0.003731761237153478,0.0011846265913629996
72,0.003564478584172171,0.0012513878176714562
73,0.0035097976827928646,0.0013763059192041967
74,0.0035088184204912073,0.0011661839794293812
75,0.003800699989582148,0.0012826969554251921
76,0.0035112318857760554,0.0011850185299199637
77,0.0036607898793316065,0.001186974332602772
78,0.0036718383705290924,0.0013161519702286541
79,0.0036150337229744326,0.0012092440801368004
80,0.0037182910453003436,0.0013598594836427324
81,0.003605174576947872,0.001147541562665702
82,0.004254691927462475,0.001474820707468814
83,0.003913532410419042,0.0016963667504670513
84,0.0037011093678832032,0.0012535253653170974
85,0.003711274310787331,0.0012431421774022073
86,0.003536766884671826,0.001200089852664129
87,0.0037275991280265905,0.0012079477852605229
88,0.00364303441317716,0.0013280454507628731
89,0.0033496673988540554,0.0011801247239084343
90,0.0034197265551393465,0.0011713401227929888
91,0.0034883677628938774,0.001182318699817134
92,0.003633194844350512,0.0013921453367237836
93,0.0035468921029242844,0.001623404699691676
94,0.0036764875185976917,0.0012134782048572315
95,0.0037282230969152203,0.0014796788073233066
96,0.004207355944363743,0.0012958903517767658
97,0.003771209064468891,0.0013852778839331331
98,0.003822373271278097,0.0012206051661538362
99,0.0036988891938967614,0.0013571452781450156
100,0.003351989185322154,0.0012077670119597576
101,0.0033522790176559146,0.0011605907282869466
102,0.0033542078123295627,0.0012333562674582672
103,0.00351542436769457,0.0012262738798604186
104,0.00357362311601125,0.001318337302074225
105,0.003587974508371111,0.001184175737919842
106,0.0035087578050036674,0.00123334239981303
107,0.0033162613061742557,0.0011707003306262568
108,0.004728627164742059,0.0014596213681991328
109,0.00479987829768223,0.001449134167720353
110,0.0038445165369624134,0.0013867802698853638
111,0.0036922735819235053,0.0013464492192075768
112,0.0037583184803178767,0.0013723479080118995
113,0.003659175274098843,0.0014684834084698814
114,0.00341692812485922,0.001250221739145709
115,0.0032018419712288356,0.0012142683139855946
116,0.0033060226396456156,0.0012751775451106753
117,0.0032611244800568894,0.0011972507514327571
118,0.0033220877458083153,0.0013803601949234604
119,0.003667540802881599,0.0012827856694715089
120,0.003681954369594912,0.0012506679586453036
121,0.003482569454842986,0.0013922327653454224
122,0.003363706747929164,0.0012109514051053649
123,0.003422313863376141,0.0011596975745610367
124,0.003830005662614892,0.001186213430554169
125,0.0037078180325549105,0.0014218063350244744
126,0.003779416171447778,0.001235831923574633
127,0.003738624503243726,0.0013467590454370995
128,0.003568853926214448,0.0012762579436094352
129,0.0034094446821672933,0.001302871222667671
130,0.0035462292310382637,0.0014164428181905097
131,0.0035244471105196976,0.0012979310489251213
132,0.0036058548188632796,0.0013060377521934205
133,0.003413256005096693,0.0011634587544141139
134,0.0050177068365052065,0.00158648032158669
135,0.005061478474039156,0.0017365496458520656
136,0.003903842636798861,0.0013847879756188185
137,0.0036995643406348123,0.0011965479746392103
138,0.0033296300331223795,0.0013826414211185927
139,0.0032427522579577713,0.0011427502199505524
140,0.0033639338725682897,0.0012137965911931414
141,0.0032699696015719634,0.0011725202306519203
142,0.0033106728824794296,0.0012445542784382216
143,0.003328420145111525,0.0011777019300714532
144,0.0032971104650247763,0.0012080553691921853
145,0.003817528568054674,0.0012094013245360262
146,0.0035996524685648693,0.0012272444444517403
147,0.0036669782529977868,0.0013292784001072394
148,0.0036041282948252617,0.0012321386309249083
149,0.0033953172822656923,0.001280583062005748
150,0.003294045535049206,0.001184486557006852
151,0.003381903558272341,0.0011804161988364537
152,0.0036099597457064643,0.00125335309564193
153,0.003455868414027386,0.0012879102261047473
154,0.00369929063164455,0.001310919263057491
155,0.003815930085777203,0.0014711705710260124
156,0.0038433437789484113,0.001446318816848012
157,0.0034402616050171883,0.0013415070978567115
158,0.0035310903338252567,0.0012556725369703176
159,0.0033844202011587624,0.0012057560806605085
160,0.003829790037090566,0.0012438117683990872
161,0.003704716121583851,0.0013538797783105017
